timestep,month,year,kaoma_precip,min_temp,max_temp
698,3,59.0,43.7,16.6,27.5
699,4,59.0,5.3,13.7,26.0
700,5,59.0,0.0,10.2,24.6
701,6,59.0,0.0,7.1,21.9
702,7,59.0,0.0,9.4,24.9
703,8,59.0,2.8,8.9,26.7
704,9,59.0,0.0,14.3,29.8
705,10,59.0,97.8,16.9,27.9
706,11,59.0,109.9,18.4,31.3
707,12,59.0,233.0,17.0,26.0
708,1,60.0,188.0,16.9,28.6
709,2,60.0,203.7,17.9,26.5
710,3,60.0,179.3,15.3,28.0
711,4,60.0,0.0,15.7,26.0
712,5,60.0,0.0,11.3,25.2
713,6,60.0,0.0,7.7,23.9
714,7,60.0,0.0,7.6,23.3
715,8,60.0,0.0,11.2,27.5
716,9,60.0,13.5,15.3,30.1
717,10,60.0,95.6,16.8,29.6
718,11,60.0,75.9,15.8,29.6
719,12,60.0,286.3,17.0,26.0
720,1,61.0,228.8,16.9,28.6
721,2,61.0,47.1,17.5,27.6
722,3,61.0,55.9,16.9,26.7
723,4,61.0,1.1,13.7,26.0
724,5,61.0,0.0,10.4,26.0
725,6,61.0,0.0,7.1,21.5
726,7,61.0,0.0,9.6,22.7
727,8,61.0,2.8,9.0,23.0
728,9,61.0,0.0,14.4,31.0
729,10,61.0,147.4,16.8,29.6
730,11,61.0,130.6,17.4,31.2
731,12,61.0,111.6,17.0,26.0
732,1,62.0,188.0,17.8,26.3
733,2,62.0,123.8,17.1,27.9
734,3,62.0,30.8,16.8,27.1
735,4,62.0,21.1,15.1,26.3
736,5,62.0,0.0,10.2,24.6
737,6,62.0,0.0,7.7,23.9
738,7,62.0,0.0,8.7,24.5
739,8,62.0,0.0,8.9,26.7
740,9,62.0,0.0,15.3,30.5
741,10,62.0,23.6,14.5,29.0
742,11,62.0,163.0,17.4,31.2
743,12,62.0,222.2,17.8,27.7
744,1,63.0,102.7,16.4,27.7
745,2,63.0,165.4,17.9,26.5
746,3,63.0,50.5,16.8,27.1
747,4,63.0,10.1,13.7,26.0
748,5,63.0,0.0,12.8,28.4
749,6,63.0,0.0,7.1,21.9
750,7,63.0,0.0,9.6,22.7
751,8,63.0,0.0,9.0,23.0
752,9,63.0,6.1,14.3,29.8
753,10,63.0,27.5,16.8,29.6
754,11,63.0,75.9,15.8,29.6
755,12,63.0,114.9,17.2,26.0
756,1,64.0,253.1,16.9,28.6
757,2,64.0,41.0,17.1,27.9
758,3,64.0,156.7,16.9,26.7
759,4,64.0,15.0,13.7,26.0
760,5,64.0,0.0,10.4,26.0
761,6,64.0,0.0,11.0,25.5
762,7,64.0,0.0,8.5,22.4
763,8,64.0,0.0,8.9,26.7
764,9,64.0,0.0,13.9,29.7
765,10,64.0,27.5,16.8,29.6
766,11,64.0,71.4,18.1,31.2
767,12,64.0,321.4,17.3,30.2
768,1,65.0,165.3,16.4,27.7
769,2,65.0,320.7,17.9,26.5
770,3,65.0,1.3,16.8,27.1
771,4,65.0,19.8,15.1,26.3
772,5,65.0,0.0,10.9,23.6
773,6,65.0,0.0,7.7,23.9
774,7,65.0,0.0,9.4,24.9
775,8,65.0,0.0,10.1,26.1
776,9,65.0,13.5,15.3,30.1
777,10,65.0,15.6,17.6,33.2
778,11,65.0,293.2,18.1,31.2
779,12,65.0,286.3,17.0,26.0
780,1,66.0,199.6,16.4,27.7
781,2,66.0,89.2,17.9,26.5
782,3,66.0,26.2,15.3,28.0
783,4,66.0,0.0,13.5,26.0
784,5,66.0,1.4,10.9,23.6
785,6,66.0,0.0,7.1,21.9
786,7,66.0,0.0,8.2,24.7
787,8,66.0,2.8,10.1,26.1
788,9,66.0,6.1,14.4,31.0
789,10,66.0,96.1,14.5,29.0
790,11,66.0,98.5,18.4,31.3
791,12,66.0,227.5,17.3,30.2
792,1,67.0,199.5,17.8,26.3
793,2,67.0,181.1,17.9,26.5
794,3,67.0,59.7,16.9,26.7
795,4,67.0,2.6,17.0,26.0
796,5,67.0,0.0,10.9,23.6
797,6,67.0,0.0,10.6,26.0
798,7,67.0,0.0,8.7,24.5
799,8,67.0,0.0,9.0,23.0
800,9,67.0,2.3,13.9,29.7
801,10,67.0,95.6,16.8,29.6
802,11,67.0,152.0,18.2,30.0
803,12,67.0,361.4,17.3,30.2
804,1,68.0,316.4,17.0,27.0
805,2,68.0,60.5,17.1,27.9
806,3,68.0,0.0,16.8,28.5
807,4,68.0,22.3,15.1,26.3
808,5,68.0,0.0,10.2,24.6
809,6,68.0,0.0,10.6,26.0
810,7,68.0,0.0,8.2,24.7
811,8,68.0,0.0,8.9,26.7
812,9,68.0,0.2,14.3,29.8
813,10,68.0,57.9,16.2,31.2
814,11,68.0,195.9,17.4,31.2
815,12,68.0,142.5,17.0,26.0
816,1,69.0,316.4,17.0,27.0
817,2,69.0,70.8,17.9,26.5
818,3,69.0,30.9,15.3,28.0
819,4,69.0,14.2,17.0,26.0
820,5,69.0,0.0,12.8,28.4
821,6,69.0,0.0,7.7,23.9
822,7,69.0,0.0,8.2,24.7
823,8,69.0,0.0,11.2,27.5
824,9,69.0,23.2,13.3,28.9
825,10,69.0,97.8,16.9,27.9
826,11,69.0,75.9,15.8,29.6
827,12,69.0,228.4,17.2,26.0
828,1,70.0,199.5,16.4,27.7
829,2,70.0,203.7,17.5,27.6
830,3,70.0,43.7,16.6,27.5
831,4,70.0,10.1,13.7,26.0
832,5,70.0,0.0,11.3,25.2
833,6,70.0,0.0,7.7,23.9
834,7,70.0,0.0,7.6,23.3
835,8,70.0,0.0,9.9,25.5
836,9,70.0,12.0,15.3,30.1
837,10,70.0,57.9,16.2,31.2
838,11,70.0,293.2,18.2,30.0
839,12,70.0,40.9,17.8,27.7
840,1,71.0,237.9,17.8,26.3
841,2,71.0,41.0,17.1,27.9
842,3,71.0,48.3,16.6,27.5
843,4,71.0,11.2,13.5,26.0
844,5,71.0,0.0,10.2,24.6
845,6,71.0,0.0,7.7,23.9
846,7,71.0,0.0,8.7,24.5
847,8,71.0,2.0,10.1,26.1
848,9,71.0,13.5,15.3,30.1
849,10,71.0,97.1,16.9,27.9
850,11,71.0,109.1,18.4,31.3
851,12,71.0,298.2,17.2,26.0
852,1,72.0,194.5,16.4,27.7
853,2,72.0,174.2,14.9,27.0
854,3,72.0,97.6,16.6,27.5
855,4,72.0,14.2,13.7,26.0
856,5,72.0,0.0,10.2,24.6
857,6,72.0,0.0,7.1,21.9
858,7,72.0,0.0,8.7,24.5
859,8,72.0,0.0,9.0,23.0
860,9,72.0,0.2,14.3,29.8
861,10,72.0,54.9,14.5,29.0
862,11,72.0,231.4,18.4,31.3
863,12,72.0,222.2,17.2,26.0
864,1,73.0,199.6,16.9,28.6
865,2,73.0,40.7,17.5,27.6
866,3,73.0,14.5,16.9,26.7
867,4,73.0,0.0,15.7,26.0
868,5,73.0,0.0,11.1,25.6
869,6,73.0,0.0,7.7,23.9
870,7,73.0,0.0,8.7,24.5
871,8,73.0,7.3,9.0,23.0
872,9,73.0,0.0,15.3,30.5
873,10,73.0,68.6,16.8,29.6
874,11,73.0,144.8,15.8,29.6
875,12,73.0,142.5,17.2,26.0
876,1,74.0,143.3,17.8,26.3
877,2,74.0,194.3,17.2,26.8
878,3,74.0,1.3,15.3,28.0
879,4,74.0,11.2,17.0,26.0
880,5,74.0,0.0,12.8,28.4
881,6,74.0,0.0,7.1,21.9
882,7,74.0,0.0,8.2,24.7
883,8,74.0,7.3,11.2,27.5
884,9,74.0,0.5,14.4,31.0
885,10,74.0,15.6,17.6,33.2
886,11,74.0,163.0,18.4,31.3
887,12,74.0,158.0,17.0,26.0
888,1,75.0,164.4,16.4,27.7
889,2,75.0,261.0,14.9,27.0
890,3,75.0,179.0,16.9,26.7
891,4,75.0,1.1,13.7,26.0
892,5,75.0,0.0,10.9,23.6
893,6,75.0,0.0,7.1,21.9
894,7,75.0,0.0,7.6,23.3
895,8,75.0,0.0,8.9,26.7
896,9,75.0,7.6,14.4,31.0
897,10,75.0,47.6,16.2,31.2
898,11,75.0,144.8,15.8,29.6
899,12,75.0,208.6,17.3,30.2
900,1,76.0,199.5,17.0,27.0
901,2,76.0,123.8,17.5,27.6
902,3,76.0,156.7,16.8,27.1
903,4,76.0,0.0,13.5,26.0
904,5,76.0,0.0,11.3,25.2
905,6,76.0,0.0,7.7,23.9
906,7,76.0,0.0,8.2,24.7
907,8,76.0,0.0,10.1,26.1
908,9,76.0,12.0,15.3,30.1
909,10,76.0,55.2,16.2,31.2
910,11,76.0,163.0,18.2,30.0
911,12,76.0,185.5,17.3,30.2
912,1,77.0,269.5,17.0,27.0
913,2,77.0,110.8,17.2,26.8
914,3,77.0,59.7,16.9,26.7
915,4,77.0,4.5,13.5,26.0
916,5,77.0,0.0,11.3,25.2
917,6,77.0,0.0,7.7,23.9
918,7,77.0,0.0,8.2,24.7
919,8,77.0,2.8,9.9,25.5
920,9,77.0,0.0,14.3,29.8
921,10,77.0,16.4,17.6,33.2
922,11,77.0,76.1,17.4,31.2
923,12,77.0,190.2,17.8,27.7
924,1,78.0,237.9,17.8,26.3
925,2,78.0,219.9,17.1,27.9
926,3,78.0,75.0,16.8,28.5
927,4,78.0,22.3,15.1,26.3
928,5,78.0,0.0,12.8,28.4
929,6,78.0,0.0,7.7,23.9
930,7,78.0,0.0,8.2,24.7
931,8,78.0,0.0,9.9,25.5
932,9,78.0,11.8,15.3,30.1
933,10,78.0,48.2,16.2,31.2
934,11,78.0,84.7,18.1,31.2
935,12,78.0,111.6,17.0,26.0
936,1,79.0,143.3,16.4,27.7
937,2,79.0,72.1,14.9,27.0
938,3,79.0,75.0,15.3,28.0
939,4,79.0,10.1,15.1,26.3
940,5,79.0,0.0,10.9,23.6
941,6,79.0,0.0,7.1,21.9
942,7,79.0,0.0,8.7,24.5
943,8,79.0,0.0,10.1,26.1
944,9,79.0,0.0,14.4,31.0
945,10,79.0,188.8,16.2,31.2
946,11,79.0,76.1,17.4,31.2
947,12,79.0,218.3,17.2,26.0
948,1,80.0,242.5,17.8,26.3
949,2,80.0,310.8,17.2,26.8
950,3,80.0,0.0,16.8,28.5
951,4,80.0,22.3,15.1,26.3
952,5,80.0,0.0,11.3,25.2
953,6,80.0,0.0,7.1,21.9
954,7,80.0,0.0,9.6,22.7
955,8,80.0,0.0,10.1,26.1
956,9,80.0,11.7,15.3,30.1
957,10,80.0,95.6,16.8,29.6
958,11,80.0,195.9,15.8,29.6
959,12,80.0,115.5,17.0,26.0
960,1,81.0,279.1,16.9,28.6
961,2,81.0,123.8,14.9,27.0
962,3,81.0,26.2,16.8,27.1
963,4,81.0,14.2,15.1,26.3
964,5,81.0,0.0,11.1,25.6
965,6,81.0,0.0,10.6,26.0
966,7,81.0,0.0,8.7,24.5
967,8,81.0,32.5,11.5,27.2
968,9,81.0,0.0,14.3,29.8
969,10,81.0,97.8,14.5,29.0
970,11,81.0,130.6,18.1,31.2
971,12,81.0,317.2,17.3,30.2
972,1,82.0,102.0,16.9,28.6
973,2,82.0,40.7,17.5,27.6
974,3,82.0,88.8,15.3,28.0
975,4,82.0,4.5,15.7,26.0
976,5,82.0,0.0,10.2,24.6
977,6,82.0,0.0,7.1,21.9
978,7,82.0,3.5,8.2,24.7
979,8,82.0,2.8,11.2,27.5
980,9,82.0,0.0,13.9,29.7
981,10,82.0,16.4,17.6,33.2
982,11,82.0,109.9,18.4,31.3
983,12,82.0,190.2,17.0,26.0
984,1,83.0,263.4,17.0,27.0
985,2,83.0,78.1,17.2,26.8
986,3,83.0,30.9,16.9,26.7
987,4,83.0,11.2,15.8,27.3
988,5,83.0,0.0,10.4,26.0
989,6,83.0,0.0,10.6,26.0
990,7,83.0,0.0,9.4,24.9
991,8,83.0,2.8,10.1,26.1
992,9,83.0,0.0,15.3,30.5
993,10,83.0,97.8,16.8,29.6
994,11,83.0,58.9,18.1,31.2
995,12,83.0,233.0,17.8,27.7
996,1,84.0,102.7,17.8,26.3
997,2,84.0,78.1,14.9,27.0
998,3,84.0,0.0,16.9,26.7
999,4,84.0,11.2,15.8,27.3
1000,5,84.0,0.0,10.9,23.6
1001,6,84.0,0.0,11.0,25.5
1002,7,84.0,0.0,9.4,24.9
1003,8,84.0,2.0,11.2,27.5
1004,9,84.0,21.1,13.3,28.9
1005,10,84.0,48.6,16.2,31.2
1006,11,84.0,152.0,18.2,30.0
1007,12,84.0,227.5,17.2,26.0
1008,1,85.0,177.8,16.9,28.6
1009,2,85.0,170.2,17.5,27.6
1010,3,85.0,0.8,16.9,26.7
1011,4,85.0,204.8,15.8,27.3
1012,5,85.0,0.0,12.8,28.4
1013,6,85.0,0.0,7.7,23.9
1014,7,85.0,0.0,9.4,24.9
1015,8,85.0,0.0,10.1,26.1
1016,9,85.0,19.2,15.3,30.1
1017,10,85.0,15.6,17.6,33.2
1018,11,85.0,447.0,18.4,31.3
1019,12,85.0,139.3,17.3,30.2
1020,1,86.0,268.1,17.0,27.0
1021,2,86.0,219.9,17.1,27.9
1022,3,86.0,179.0,15.3,28.0
1023,4,86.0,0.0,13.5,26.0
1024,5,86.0,0.0,10.4,26.0
1025,6,86.0,0.0,11.0,25.5
1026,7,86.0,0.0,9.6,22.7
1027,8,86.0,0.0,9.9,25.5
1028,9,86.0,6.1,14.3,29.8
1029,10,86.0,129.9,15.9,31.1
1030,11,86.0,109.1,18.4,31.3
1031,12,86.0,203.3,17.3,30.2
1032,1,87.0,242.5,17.0,27.0
1033,2,87.0,70.8,14.9,27.0
1034,3,87.0,14.5,16.9,26.7
1035,4,87.0,13.7,13.7,26.0
1036,5,87.0,0.0,10.4,26.0
1037,6,87.0,0.0,7.7,23.9
1038,7,87.0,0.0,8.5,22.4
1039,8,87.0,0.4,9.0,23.0
1040,9,87.0,23.2,13.3,28.9
1041,10,87.0,97.1,16.9,27.9
1042,11,87.0,58.9,18.2,30.0
1043,12,87.0,114.9,17.8,27.7
1044,1,88.0,279.1,17.8,26.3
1045,2,88.0,89.2,17.9,26.5
1046,3,88.0,97.6,15.3,28.0
1047,4,88.0,7.7,13.5,26.0
1048,5,88.0,0.0,11.1,25.6
1049,6,88.0,0.0,10.6,26.0
1050,7,88.0,0.0,7.6,23.3
1051,8,88.0,0.0,9.0,23.0
1052,9,88.0,3.8,14.3,29.8
1053,10,88.0,129.9,16.2,31.2
1054,11,88.0,163.0,18.2,30.0
1055,12,88.0,203.3,17.3,30.2
1056,1,89.0,138.5,17.8,26.3
1057,2,89.0,227.8,17.5,27.6
1058,3,89.0,30.8,16.8,27.1
1059,4,89.0,21.1,15.1,26.3
1060,5,89.0,0.0,11.1,25.6
1061,6,89.0,0.0,10.6,26.0
1062,7,89.0,0.0,9.4,24.9
1063,8,89.0,0.0,9.0,23.0
1064,9,89.0,0.0,15.3,30.5
1065,10,89.0,31.3,17.6,33.2
1066,11,89.0,241.6,17.4,31.2
1067,12,89.0,106.7,17.8,27.7
1068,1,90.0,237.9,17.8,26.3
1069,2,90.0,320.7,17.2,26.8
1070,3,90.0,55.9,16.9,26.7
1071,4,90.0,0.0,13.5,26.0
1072,5,90.0,0.0,11.1,25.6
1073,6,90.0,0.0,7.7,23.9
1074,7,90.0,0.0,9.4,24.9
1075,8,90.0,0.0,8.9,26.7
1076,9,90.0,0.0,14.3,29.8
1077,10,90.0,95.6,16.8,29.6
1078,11,90.0,163.0,15.8,29.6
1079,12,90.0,218.3,17.2,26.0
1080,1,91.0,214.4,16.9,28.6
1081,2,91.0,174.2,17.9,26.5
1082,3,91.0,95.1,15.3,28.0
1083,4,91.0,0.0,17.0,26.0
1084,5,91.0,0.0,10.2,24.6
1085,6,91.0,0.0,7.1,21.5
1086,7,91.0,0.0,9.6,22.7
1087,8,91.0,2.8,11.2,27.5
1088,9,91.0,20.8,13.3,28.9
1089,10,91.0,99.1,14.5,29.0
1090,11,91.0,71.4,18.1,31.2
1091,12,91.0,228.4,17.3,30.2
1092,1,92.0,204.8,17.8,26.3
1093,2,92.0,24.3,17.2,26.8
1094,3,92.0,50.5,16.8,27.1
1095,4,92.0,5.6,15.7,26.0
1096,5,92.0,0.0,12.8,28.4
1097,6,92.0,0.0,11.0,25.5
1098,7,92.0,0.0,9.4,24.9
1099,8,92.0,0.0,9.0,23.0
1100,9,92.0,3.8,14.4,31.0
1101,10,92.0,23.6,15.9,31.1
1102,11,92.0,144.8,18.4,31.3
1103,12,92.0,122.1,17.3,30.2
1104,1,93.0,102.7,16.4,27.7
1105,2,93.0,165.4,14.9,27.0
1106,3,93.0,54.8,16.8,27.1
1107,4,93.0,0.0,17.0,26.0
1108,5,93.0,0.0,10.4,26.0
1109,6,93.0,0.0,7.1,21.5
1110,7,93.0,0.0,8.5,22.4
1111,8,93.0,17.3,8.9,26.7
1112,9,93.0,3.0,14.3,29.8
1113,10,93.0,14.0,17.6,33.2
1114,11,93.0,130.6,17.4,31.2
1115,12,93.0,142.5,17.8,27.7
1116,1,94.0,316.4,16.9,28.6
1117,2,94.0,209.1,14.9,27.0
1118,3,94.0,51.5,16.9,26.7
1119,4,94.0,14.2,17.0,26.0
1120,5,94.0,0.0,11.1,25.6
1121,6,94.0,0.0,10.6,26.0
1122,7,94.0,0.0,8.7,24.5
1123,8,94.0,0.4,8.9,26.7
1124,9,94.0,11.0,15.3,30.1
1125,10,94.0,68.6,16.2,31.2
1126,11,94.0,195.9,18.1,31.2
1127,12,94.0,233.0,17.2,26.0
1128,1,95.0,283.6,17.8,26.3
1129,2,95.0,174.2,17.9,26.5
1130,3,95.0,97.6,15.3,28.0
1131,4,95.0,1.1,15.7,26.0
1132,5,95.0,10.7,11.1,25.6
1133,6,95.0,0.0,10.6,26.0
1134,7,95.0,0.0,9.6,22.7
1135,8,95.0,0.0,8.9,26.7
1136,9,95.0,2.3,14.3,29.8
1137,10,95.0,41.1,16.2,31.2
1138,11,95.0,163.0,17.4,31.2
1139,12,95.0,158.0,17.8,27.7
1140,1,96.0,219.1,16.9,28.6
1141,2,96.0,89.2,17.9,26.5
1142,3,96.0,86.3,15.3,28.0
1143,4,96.0,1.1,15.7,26.0
1144,5,96.0,0.0,11.1,25.6
1145,6,96.0,0.0,7.1,21.9
1146,7,96.0,0.0,8.7,24.5
1147,8,96.0,0.0,9.9,25.5
1148,9,96.0,0.0,15.3,30.5
1149,10,96.0,54.9,16.9,27.9
1150,11,96.0,232.5,18.1,31.2
1151,12,96.0,144.9,17.0,26.0
1152,1,97.0,164.4,16.4,27.7
1153,2,97.0,219.9,17.2,26.8
1154,3,97.0,1.3,16.8,27.1
1155,4,97.0,0.0,13.7,26.0
1156,5,97.0,0.0,10.9,23.6
1157,6,97.0,0.0,11.0,25.5
1158,7,97.0,0.0,8.5,22.4
1159,8,97.0,0.0,9.0,23.0
1160,9,97.0,7.6,14.4,31.0
1161,10,97.0,15.6,17.6,33.2
1162,11,97.0,150.9,18.2,30.0
1163,12,97.0,233.0,17.0,26.0
1164,1,98.0,286.6,17.0,27.0
1165,2,98.0,72.1,17.2,26.8
1166,3,98.0,53.8,16.8,27.1
1167,4,98.0,6.0,15.7,26.0
1168,5,98.0,0.0,12.8,28.4
1169,6,98.0,0.0,7.1,21.9
1170,7,98.0,0.0,9.4,24.9
1171,8,98.0,0.4,11.2,27.5
1172,9,98.0,16.8,15.3,30.1
1173,10,98.0,124.6,17.6,33.2
1174,11,98.0,252.6,17.4,31.2
1175,12,98.0,260.0,17.8,27.7
1176,1,99.0,237.9,17.8,26.3
1177,2,99.0,78.1,17.5,27.6
1178,3,99.0,48.3,16.6,27.5
1179,4,99.0,0.0,17.0,26.0
1180,5,99.0,11.0,11.1,25.6
1181,6,99.0,0.0,7.1,21.5
1182,7,99.0,0.0,7.6,23.3
1183,8,99.0,32.5,11.5,27.2
1184,9,99.0,6.1,13.9,29.7
1185,10,99.0,41.1,16.2,31.2
1186,11,99.0,75.9,15.8,29.6
1187,12,99.0,115.5,17.3,30.2
1188,1,100.0,204.8,16.9,28.6
1189,2,100.0,24.3,17.2,26.8
1190,3,100.0,43.7,16.6,27.5
1191,4,100.0,22.3,15.1,26.3
1192,5,100.0,0.4,10.9,23.6
1193,6,100.0,0.0,7.1,21.9
1194,7,100.0,0.0,8.7,24.5
1195,8,100.0,0.4,11.2,27.5
1196,9,100.0,2.3,15.3,30.5
1197,10,100.0,31.3,16.8,29.6
1198,11,100.0,140.1,18.2,30.0
1199,12,100.0,139.3,17.8,27.7
1200,1,101.0,269.5,17.0,27.0
1201,2,101.0,209.1,17.1,27.9
1202,3,101.0,92.3,16.9,26.7
1203,4,101.0,13.7,15.7,26.0
1204,5,101.0,0.0,11.3,25.2
1205,6,101.0,0.0,7.1,21.9
1206,7,101.0,0.0,8.2,24.7
1207,8,101.0,0.0,10.1,26.1
1208,9,101.0,0.0,14.4,31.0
1209,10,101.0,96.1,14.5,29.0
1210,11,101.0,166.5,17.4,31.2
1211,12,101.0,356.5,17.3,30.2
1212,1,102.0,214.4,16.9,28.6
1213,2,102.0,194.3,17.1,27.9
1214,3,102.0,26.2,16.9,26.7
1215,4,102.0,14.2,13.5,26.0
1216,5,102.0,0.0,11.1,25.6
1217,6,102.0,0.0,7.7,23.9
1218,7,102.0,0.0,9.6,22.7
1219,8,102.0,0.0,9.0,23.0
1220,9,102.0,0.0,13.9,29.7
1221,10,102.0,27.5,16.8,29.6
1222,11,102.0,112.7,17.4,31.2
1223,12,102.0,339.7,17.0,26.0
1224,1,103.0,204.8,16.4,27.7
1225,2,103.0,137.7,17.1,27.9
1226,3,103.0,53.8,16.9,26.7
1227,4,103.0,4.9,13.7,26.0
1228,5,103.0,0.0,10.2,24.6
1229,6,103.0,0.0,7.7,23.9
1230,7,103.0,0.0,9.6,22.7
1231,8,103.0,17.3,9.0,23.0
1232,9,103.0,7.6,14.4,31.0
1233,10,103.0,48.6,16.2,31.2
1234,11,103.0,241.6,18.1,31.2
1235,12,103.0,190.2,17.3,30.2
1236,1,104.0,232.1,17.8,26.3
1237,2,104.0,70.8,17.5,27.6
1238,3,104.0,179.3,16.6,27.5
1239,4,104.0,0.0,15.7,26.0
1240,5,104.0,0.0,11.1,25.6
1241,6,104.0,0.0,7.1,21.9
1242,7,104.0,0.0,8.7,24.5
1243,8,104.0,17.3,9.9,25.5
1244,9,104.0,24.3,13.3,28.9
1245,10,104.0,129.9,16.2,31.2
1246,11,104.0,128.9,18.2,30.0
1247,12,104.0,122.1,17.8,27.7
1248,1,105.0,253.1,17.8,26.3
1249,2,105.0,123.8,17.5,27.6
1250,3,105.0,0.0,16.9,26.7
1251,4,105.0,0.0,17.0,26.0
1252,5,105.0,0.0,11.1,25.6
1253,6,105.0,0.0,10.6,26.0
1254,7,105.0,0.0,9.4,24.9
1255,8,105.0,0.0,8.9,26.7
1256,9,105.0,0.0,14.3,29.8
1257,10,105.0,57.9,16.2,31.2
1258,11,105.0,447.0,15.8,29.6
1259,12,105.0,260.0,17.0,26.0
1260,1,106.0,263.4,17.0,27.0
1261,2,106.0,41.0,17.1,27.9
1262,3,106.0,0.0,16.6,27.5
1263,4,106.0,0.0,17.0,26.0
1264,5,106.0,0.0,12.8,28.4
1265,6,106.0,0.0,7.1,21.9
1266,7,106.0,0.0,8.2,24.7
1267,8,106.0,7.3,10.1,26.1
1268,9,106.0,13.5,15.3,30.1
1269,10,106.0,48.6,16.2,31.2
1270,11,106.0,76.1,17.4,31.2
1271,12,106.0,298.2,17.8,27.7
1272,1,107.0,214.4,16.9,28.6
1273,2,107.0,181.1,17.1,27.9
1274,3,107.0,51.5,16.9,26.7
1275,4,107.0,0.0,15.7,26.0
1276,5,107.0,0.0,12.8,28.4
1277,6,107.0,0.0,7.1,21.5
1278,7,107.0,0.0,8.2,24.7
1279,8,107.0,0.0,8.9,26.7
1280,9,107.0,0.2,14.3,29.8
1281,10,107.0,48.6,16.2,31.2
1282,11,107.0,35.1,18.4,31.3
1283,12,107.0,260.0,17.3,30.2
1284,1,108.0,165.3,16.4,27.7
1285,2,108.0,72.1,14.9,27.0
1286,3,108.0,53.8,16.8,27.1
1287,4,108.0,0.4,13.7,26.0
1288,5,108.0,0.0,11.1,25.6
1289,6,108.0,0.0,7.7,23.9
1290,7,108.0,0.0,9.6,22.7
1291,8,108.0,0.0,9.0,23.0
1292,9,108.0,0.0,15.3,30.5
1293,10,108.0,129.9,16.2,31.2
1294,11,108.0,204.5,18.1,31.2
1295,12,108.0,139.3,17.8,27.7
1296,1,109.0,263.4,17.0,27.0
1297,2,109.0,137.7,17.5,27.6
1298,3,109.0,0.8,16.8,28.5
1299,4,109.0,2.6,13.5,26.0
1300,5,109.0,0.0,10.4,26.0
1301,6,109.0,0.0,10.6,26.0
1302,7,109.0,0.0,9.6,22.7
1303,8,109.0,0.0,10.1,26.1
1304,9,109.0,24.3,13.3,28.9
1305,10,109.0,15.6,17.6,33.2
1306,11,109.0,130.6,18.2,30.0
1307,12,109.0,227.5,17.8,27.7
1308,1,110.0,143.3,17.8,26.3
1309,2,110.0,123.8,17.1,27.9
1310,3,110.0,75.0,16.6,27.5
1311,4,110.0,7.7,13.5,26.0
1312,5,110.0,0.0,11.1,25.6
1313,6,110.0,0.0,11.0,25.5
1314,7,110.0,0.0,9.6,22.7
1315,8,110.0,32.5,11.5,27.2
1316,9,110.0,13.5,15.3,30.1
1317,10,110.0,31.3,17.6,33.2
1318,11,110.0,140.1,15.8,29.6
1319,12,110.0,218.3,17.2,26.0
1320,1,111.0,204.8,17.0,27.0
1321,2,111.0,47.1,17.1,27.9
1322,3,111.0,48.3,16.6,27.5
1323,4,111.0,15.0,15.1,26.3
1324,5,111.0,0.0,10.9,23.6
1325,6,111.0,0.0,11.0,25.5
1326,7,111.0,0.0,9.4,24.9
1327,8,111.0,0.0,8.9,26.7
1328,9,111.0,11.0,15.3,30.1
1329,10,111.0,97.8,16.9,27.9
1330,11,111.0,231.4,18.1,31.2
1331,12,111.0,233.0,17.2,26.0
1332,1,112.0,102.7,17.8,26.3
1333,2,112.0,174.2,17.9,26.5
1334,3,112.0,88.8,15.3,28.0
1335,4,112.0,13.7,15.7,26.0
1336,5,112.0,0.0,11.3,25.2
1337,6,112.0,0.0,7.7,23.9
1338,7,112.0,0.0,8.7,24.5
1339,8,112.0,0.0,9.9,25.5
1340,9,112.0,0.2,14.3,29.8
1341,10,112.0,31.3,15.9,31.1
1342,11,112.0,130.6,18.2,30.0
1343,12,112.0,298.2,17.3,30.2
1344,1,113.0,102.7,16.9,28.6
1345,2,113.0,209.1,17.9,26.5
1346,3,113.0,91.8,16.6,27.5
1347,4,113.0,21.1,15.1,26.3
1348,5,113.0,0.0,10.4,26.0
1349,6,113.0,0.0,11.0,25.5
1350,7,113.0,0.0,8.7,24.5
1351,8,113.0,0.4,11.2,27.5
1352,9,113.0,20.8,13.3,28.9
1353,10,113.0,167.0,15.9,31.1
1354,11,113.0,35.1,17.4,31.2
1355,12,113.0,115.5,17.8,27.7
1356,1,114.0,286.6,17.8,26.3
1357,2,114.0,72.1,17.5,27.6
1358,3,114.0,0.8,16.6,27.5
1359,4,114.0,14.2,15.7,26.0
1360,5,114.0,0.0,11.1,25.6
1361,6,114.0,0.0,7.1,21.9
1362,7,114.0,0.0,9.6,22.7
1363,8,114.0,0.0,11.2,27.5
1364,9,114.0,16.8,15.3,30.1
1365,10,114.0,47.6,16.2,31.2
1366,11,114.0,252.6,18.2,30.0
1367,12,114.0,178.8,17.0,26.0
1368,1,115.0,286.6,16.4,27.7
1369,2,115.0,137.7,14.9,27.0
1370,3,115.0,120.3,16.8,28.5
1371,4,115.0,6.0,15.7,26.0
1372,5,115.0,0.0,10.2,24.6
1373,6,115.0,0.0,11.0,25.5
1374,7,115.0,0.0,8.5,22.4
1375,8,115.0,0.0,9.0,23.0
1376,9,115.0,0.0,14.4,31.0
