timestep,month,year,kaoma_precip,min_temp,max_temp
6204,1,518.0,279.1,16.4,27.7
6205,2,518.0,40.7,17.5,27.6
6206,3,518.0,177.7,16.8,27.1
6207,4,518.0,4.9,13.7,26.0
6208,5,518.0,0.0,10.9,23.6
6209,6,518.0,0.0,10.6,26.0
6210,7,518.0,0.0,9.6,22.7
6211,8,518.0,0.0,11.2,27.5
6212,9,518.0,13.5,15.3,30.1
6213,10,518.0,99.1,14.5,29.0
6214,11,518.0,109.1,18.4,31.3
6215,12,518.0,190.2,17.3,30.2
6216,1,519.0,52.6,17.8,26.3
6217,2,519.0,78.1,17.1,27.9
6218,3,519.0,51.5,16.9,26.7
6219,4,519.0,14.2,17.0,26.0
6220,5,519.0,0.0,12.8,28.4
6221,6,519.0,0.0,11.0,25.5
6222,7,519.0,0.0,8.7,24.5
6223,8,519.0,0.0,10.1,26.1
6224,9,519.0,11.8,15.3,30.1
6225,10,519.0,97.1,16.9,27.9
6226,11,519.0,241.6,15.8,29.6
6227,12,519.0,339.7,17.0,26.0
6228,1,520.0,283.6,16.4,27.7
6229,2,520.0,261.0,14.9,27.0
6230,3,520.0,92.3,16.9,26.7
6231,4,520.0,15.0,17.0,26.0
6232,5,520.0,0.0,11.1,25.6
6233,6,520.0,0.0,7.1,21.5
6234,7,520.0,0.0,7.6,23.3
6235,8,520.0,0.0,8.9,26.7
6236,9,520.0,7.6,14.4,31.0
6237,10,520.0,68.6,17.6,33.2
6238,11,520.0,100.9,18.4,31.3
6239,12,520.0,158.0,17.2,26.0
6240,1,521.0,149.9,16.4,27.7
6241,2,521.0,78.1,17.5,27.6
6242,3,521.0,120.3,16.8,28.5
6243,4,521.0,0.4,17.0,26.0
6244,5,521.0,0.0,12.8,28.4
6245,6,521.0,0.0,7.1,21.9
6246,7,521.0,0.0,9.4,24.9
6247,8,521.0,0.0,10.1,26.1
6248,9,521.0,0.2,14.3,29.8
6249,10,521.0,48.2,16.2,31.2
6250,11,521.0,58.9,17.4,31.2
6251,12,521.0,286.3,17.2,26.0
6252,1,522.0,177.8,17.0,27.0
6253,2,522.0,137.7,17.5,27.6
6254,3,522.0,14.5,16.8,28.5
6255,4,522.0,15.0,13.7,26.0
6256,5,522.0,0.0,11.3,25.2
6257,6,522.0,0.0,7.1,21.9
6258,7,522.0,0.0,8.5,22.4
6259,8,522.0,7.3,10.1,26.1
6260,9,522.0,0.8,14.4,31.0
6261,10,522.0,16.4,17.6,33.2
6262,11,522.0,150.9,18.2,30.0
6263,12,522.0,178.8,17.0,26.0
6264,1,523.0,268.1,17.0,27.0
6265,2,523.0,137.7,17.9,26.5
6266,3,523.0,179.3,16.6,27.5
6267,4,523.0,0.0,17.0,26.0
6268,5,523.0,0.0,10.9,23.6
6269,6,523.0,0.0,10.6,26.0
6270,7,523.0,0.0,8.5,22.4
6271,8,523.0,2.8,8.9,26.7
6272,9,523.0,3.8,14.3,29.8
6273,10,523.0,99.1,14.5,29.0
6274,11,523.0,152.0,18.2,30.0
6275,12,523.0,298.2,17.0,26.0
6276,1,524.0,263.4,17.0,27.0
6277,2,524.0,261.0,17.5,27.6
6278,3,524.0,14.5,15.3,28.0
6279,4,524.0,5.3,13.5,26.0
6280,5,524.0,0.0,10.2,24.6
6281,6,524.0,0.0,10.6,26.0
6282,7,524.0,0.0,9.4,24.9
6283,8,524.0,0.0,8.9,26.7
6284,9,524.0,13.5,15.3,30.1
6285,10,524.0,54.9,16.8,29.6
6286,11,524.0,84.7,18.2,30.0
6287,12,524.0,40.9,17.2,26.0
6288,1,525.0,219.1,16.9,28.6
6289,2,525.0,47.1,17.1,27.9
6290,3,525.0,86.3,15.3,28.0
6291,4,525.0,1.4,13.7,26.0
6292,5,525.0,10.7,10.4,26.0
6293,6,525.0,0.0,7.7,23.9
6294,7,525.0,0.0,8.2,24.7
6295,8,525.0,0.0,8.9,26.7
6296,9,525.0,13.5,15.3,30.1
6297,10,525.0,38.2,17.6,33.2
6298,11,525.0,447.0,17.4,31.2
6299,12,525.0,227.5,17.8,27.7
6300,1,526.0,165.3,16.4,27.7
6301,2,526.0,123.8,14.9,27.0
6302,3,526.0,88.8,15.3,28.0
6303,4,526.0,11.2,15.7,26.0
6304,5,526.0,0.0,11.3,25.2
6305,6,526.0,0.0,10.6,26.0
6306,7,526.0,0.0,9.6,22.7
6307,8,526.0,17.3,9.9,25.5
6308,9,526.0,54.0,14.4,31.0
6309,10,526.0,124.6,14.5,29.0
6310,11,526.0,112.7,18.4,31.3
6311,12,526.0,208.1,17.3,30.2
6312,1,527.0,286.6,16.9,28.6
6313,2,527.0,20.4,17.2,26.8
6314,3,527.0,50.5,16.8,27.1
6315,4,527.0,4.5,13.7,26.0
6316,5,527.0,0.0,11.3,25.2
6317,6,527.0,0.0,10.6,26.0
6318,7,527.0,0.0,7.6,23.3
6319,8,527.0,17.3,11.5,27.2
6320,9,527.0,12.0,15.3,30.1
6321,10,527.0,57.9,16.8,29.6
6322,11,527.0,100.9,18.4,31.3
6323,12,527.0,321.4,17.2,26.0
6324,1,528.0,199.5,17.8,26.3
6325,2,528.0,174.2,17.2,26.8
6326,3,528.0,75.0,16.9,26.7
6327,4,528.0,14.2,15.7,26.0
6328,5,528.0,0.0,10.9,23.6
6329,6,528.0,0.0,7.7,23.9
6330,7,528.0,0.0,9.6,22.7
6331,8,528.0,0.0,9.9,25.5
6332,9,528.0,13.5,15.3,30.1
6333,10,528.0,27.5,16.8,29.6
6334,11,528.0,130.6,17.4,31.2
6335,12,528.0,356.5,17.3,30.2
6336,1,529.0,199.5,16.9,28.6
6337,2,529.0,170.2,17.5,27.6
6338,3,529.0,179.0,16.9,26.7
6339,4,529.0,5.6,17.0,26.0
6340,5,529.0,0.0,10.9,23.6
6341,6,529.0,0.0,7.7,23.9
6342,7,529.0,0.0,9.6,22.7
6343,8,529.0,0.0,9.9,25.5
6344,9,529.0,3.0,14.3,29.8
6345,10,529.0,89.7,16.2,31.2
6346,11,529.0,150.9,18.2,30.0
6347,12,529.0,122.1,17.0,26.0
6348,1,530.0,102.7,17.8,26.3
6349,2,530.0,137.7,17.9,26.5
6350,3,530.0,43.7,16.6,27.5
6351,4,530.0,10.1,15.8,27.3
6352,5,530.0,1.4,12.8,28.4
6353,6,530.0,0.0,7.7,23.9
6354,7,530.0,0.0,9.4,24.9
6355,8,530.0,0.0,8.9,26.7
6356,9,530.0,24.3,13.3,28.9
6357,10,530.0,23.6,16.2,31.2
6358,11,530.0,124.2,18.4,31.3
6359,12,530.0,115.5,17.3,30.2
6360,1,531.0,188.0,17.0,27.0
6361,2,531.0,170.2,14.9,27.0
6362,3,531.0,75.0,16.8,28.5
6363,4,531.0,5.4,15.7,26.0
6364,5,531.0,0.0,12.8,28.4
6365,6,531.0,0.0,10.6,26.0
6366,7,531.0,0.0,8.5,22.4
6367,8,531.0,0.0,8.9,26.7
6368,9,531.0,11.8,15.3,30.1
6369,10,531.0,16.4,17.6,33.2
6370,11,531.0,252.6,15.8,29.6
6371,12,531.0,114.9,17.8,27.7
6372,1,532.0,269.5,17.0,27.0
6373,2,532.0,219.9,17.1,27.9
6374,3,532.0,30.9,16.8,28.5
6375,4,532.0,204.8,15.8,27.3
6376,5,532.0,0.0,10.2,24.6
6377,6,532.0,0.0,7.7,23.9
6378,7,532.0,0.0,9.6,22.7
6379,8,532.0,0.0,9.9,25.5
6380,9,532.0,13.5,15.3,30.1
6381,10,532.0,57.9,17.6,33.2
6382,11,532.0,100.9,18.4,31.3
6383,12,532.0,40.9,17.0,26.0
6384,1,533.0,188.0,17.0,27.0
6385,2,533.0,261.0,17.2,26.8
6386,3,533.0,75.0,15.3,28.0
6387,4,533.0,7.7,13.5,26.0
6388,5,533.0,0.0,11.3,25.2
6389,6,533.0,0.0,7.1,21.9
6390,7,533.0,0.0,8.5,22.4
6391,8,533.0,0.0,9.9,25.5
6392,9,533.0,0.0,15.3,30.5
6393,10,533.0,97.1,16.9,27.9
6394,11,533.0,204.5,18.1,31.2
6395,12,533.0,111.6,17.3,30.2
6396,1,534.0,143.3,17.0,27.0
6397,2,534.0,218.5,17.2,26.8
6398,3,534.0,14.5,16.8,27.1
6399,4,534.0,6.0,15.7,26.0
6400,5,534.0,0.0,10.2,24.6
6401,6,534.0,0.0,7.7,23.9
6402,7,534.0,0.0,8.7,24.5
6403,8,534.0,0.0,8.9,26.7
6404,9,534.0,0.0,13.9,29.7
6405,10,534.0,48.6,16.2,31.2
6406,11,534.0,144.8,18.2,30.0
6407,12,534.0,339.7,17.0,26.0
6408,1,535.0,102.7,17.0,27.0
6409,2,535.0,227.8,17.9,26.5
6410,3,535.0,50.5,16.8,27.1
6411,4,535.0,12.4,15.8,27.3
6412,5,535.0,0.0,10.2,24.6
6413,6,535.0,0.0,7.7,23.9
6414,7,535.0,0.0,7.6,23.3
6415,8,535.0,0.0,9.0,23.0
6416,9,535.0,13.5,15.3,30.1
6417,10,535.0,124.6,15.9,31.1
6418,11,535.0,231.4,18.4,31.3
6419,12,535.0,40.9,17.3,30.2
6420,1,536.0,242.5,16.4,27.7
6421,2,536.0,181.1,17.5,27.6
6422,3,536.0,116.6,15.3,28.0
6423,4,536.0,4.6,15.7,26.0
6424,5,536.0,0.0,10.2,24.6
6425,6,536.0,0.0,7.1,21.5
6426,7,536.0,0.0,9.6,22.7
6427,8,536.0,0.0,8.9,26.7
6428,9,536.0,11.8,15.3,30.1
6429,10,536.0,54.9,14.5,29.0
6430,11,536.0,98.5,15.8,29.6
6431,12,536.0,260.0,17.2,26.0
6432,1,537.0,204.8,17.8,26.3
6433,2,537.0,47.1,17.1,27.9
6434,3,537.0,75.0,16.9,26.7
6435,4,537.0,5.6,17.0,26.0
6436,5,537.0,0.0,12.8,28.4
6437,6,537.0,0.0,10.6,26.0
6438,7,537.0,0.0,8.5,22.4
6439,8,537.0,7.3,8.9,26.7
6440,9,537.0,0.0,14.4,31.0
6441,10,537.0,15.6,17.6,33.2
6442,11,537.0,84.7,15.8,29.6
6443,12,537.0,228.4,17.0,26.0
6444,1,538.0,188.0,16.9,28.6
6445,2,538.0,310.8,14.9,27.0
6446,3,538.0,53.8,16.9,26.7
6447,4,538.0,0.0,17.0,26.0
6448,5,538.0,0.0,11.3,25.2
6449,6,538.0,0.0,7.1,21.5
6450,7,538.0,0.0,7.6,23.3
6451,8,538.0,0.0,11.2,27.5
6452,9,538.0,0.0,13.9,29.7
6453,10,538.0,167.0,15.9,31.1
6454,11,538.0,109.9,18.4,31.3
6455,12,538.0,139.3,17.8,27.7
6456,1,539.0,102.7,16.4,27.7
6457,2,539.0,51.5,14.9,27.0
6458,3,539.0,75.0,16.6,27.5
6459,4,539.0,4.5,13.7,26.0
6460,5,539.0,0.0,11.3,25.2
6461,6,539.0,0.0,10.6,26.0
6462,7,539.0,0.0,8.2,24.7
6463,8,539.0,0.0,9.0,23.0
6464,9,539.0,0.0,14.4,31.0
6465,10,539.0,14.0,17.6,33.2
6466,11,539.0,140.1,18.2,30.0
6467,12,539.0,321.4,17.8,27.7
6468,1,540.0,316.4,17.0,27.0
6469,2,540.0,310.8,17.1,27.9
6470,3,540.0,179.3,16.8,27.1
6471,4,540.0,0.0,13.5,26.0
6472,5,540.0,0.0,10.2,24.6
6473,6,540.0,0.0,10.6,26.0
6474,7,540.0,0.0,8.5,22.4
6475,8,540.0,17.3,11.5,27.2
6476,9,540.0,3.0,14.4,31.0
6477,10,540.0,124.6,16.2,31.2
6478,11,540.0,447.0,18.2,30.0
6479,12,540.0,144.9,17.2,26.0
6480,1,541.0,269.5,17.0,27.0
6481,2,541.0,165.4,14.9,27.0
6482,3,541.0,43.7,16.6,27.5
6483,4,541.0,12.4,17.0,26.0
6484,5,541.0,0.0,11.1,25.6
6485,6,541.0,0.0,7.1,21.9
6486,7,541.0,0.0,9.6,22.7
6487,8,541.0,0.0,9.9,25.5
6488,9,541.0,16.8,15.3,30.1
6489,10,541.0,68.6,17.6,33.2
6490,11,541.0,76.1,17.4,31.2
6491,12,541.0,233.0,17.0,26.0
6492,1,542.0,269.5,17.0,27.0
6493,2,542.0,170.2,17.2,26.8
6494,3,542.0,51.5,16.9,26.7
6495,4,542.0,22.3,15.1,26.3
6496,5,542.0,0.0,10.9,23.6
6497,6,542.0,0.0,10.6,26.0
6498,7,542.0,0.0,8.5,22.4
6499,8,542.0,0.0,8.9,26.7
6500,9,542.0,16.8,15.3,30.1
6501,10,542.0,129.9,16.9,27.9
6502,11,542.0,76.1,17.4,31.2
6503,12,542.0,361.4,17.0,26.0
6504,1,543.0,102.0,16.9,28.6
6505,2,543.0,203.7,17.5,27.6
6506,3,543.0,48.3,16.6,27.5
6507,4,543.0,12.4,15.7,26.0
6508,5,543.0,0.0,10.2,24.6
6509,6,543.0,0.0,7.7,23.9
6510,7,543.0,0.0,8.7,24.5
6511,8,543.0,0.0,10.1,26.1
6512,9,543.0,16.8,15.3,30.1
6513,10,543.0,129.9,17.6,33.2
6514,11,543.0,58.9,18.1,31.2
6515,12,543.0,233.0,17.3,30.2
6516,1,544.0,268.1,17.0,27.0
6517,2,544.0,20.4,17.2,26.8
6518,3,544.0,177.7,16.8,28.5
6519,4,544.0,0.0,13.5,26.0
6520,5,544.0,0.0,10.2,24.6
6521,6,544.0,0.0,7.7,23.9
6522,7,544.0,0.0,9.6,22.7
6523,8,544.0,0.0,8.9,26.7
6524,9,544.0,0.8,13.9,29.7
6525,10,544.0,31.3,16.8,29.6
6526,11,544.0,140.1,18.4,31.3
6527,12,544.0,122.1,17.3,30.2
6528,1,545.0,177.8,17.0,27.0
6529,2,545.0,272.9,17.9,26.5
6530,3,545.0,177.7,16.8,27.1
6531,4,545.0,5.3,13.5,26.0
6532,5,545.0,0.0,11.3,25.2
6533,6,545.0,0.0,11.0,25.5
6534,7,545.0,0.0,9.6,22.7
6535,8,545.0,0.0,9.9,25.5
6536,9,545.0,23.2,13.3,28.9
6537,10,545.0,38.2,16.2,31.2
6538,11,545.0,75.9,15.8,29.6
6539,12,545.0,356.5,17.3,30.2
6540,1,546.0,194.5,16.9,28.6
6541,2,546.0,219.9,17.5,27.6
6542,3,546.0,95.1,16.8,27.1
6543,4,546.0,0.0,13.5,26.0
6544,5,546.0,0.0,10.4,26.0
6545,6,546.0,0.0,7.1,21.5
6546,7,546.0,0.0,8.2,24.7
6547,8,546.0,2.0,9.0,23.0
6548,9,546.0,20.8,13.3,28.9
6549,10,546.0,97.1,16.9,27.9
6550,11,546.0,98.5,18.4,31.3
6551,12,546.0,317.2,17.0,26.0
6552,1,547.0,286.6,16.9,28.6
6553,2,547.0,272.9,17.9,26.5
6554,3,547.0,55.9,16.8,27.1
6555,4,547.0,0.0,15.7,26.0
6556,5,547.0,0.0,10.2,24.6
6557,6,547.0,0.0,10.6,26.0
6558,7,547.0,0.0,8.2,24.7
6559,8,547.0,0.0,9.9,25.5
6560,9,547.0,0.0,13.9,29.7
6561,10,547.0,14.0,17.6,33.2
6562,11,547.0,128.9,18.2,30.0
6563,12,547.0,361.4,17.0,26.0
6564,1,548.0,242.5,17.8,26.3
6565,2,548.0,272.9,17.9,26.5
6566,3,548.0,78.3,16.8,27.1
6567,4,548.0,12.4,13.5,26.0
6568,5,548.0,0.0,12.8,28.4
6569,6,548.0,0.0,11.0,25.5
6570,7,548.0,0.0,9.4,24.9
6571,8,548.0,0.0,10.1,26.1
6572,9,548.0,2.3,14.3,29.8
6573,10,548.0,57.9,15.9,31.1
6574,11,548.0,109.1,18.4,31.3
6575,12,548.0,158.0,17.3,30.2
6576,1,549.0,253.1,16.9,28.6
6577,2,549.0,137.7,17.1,27.9
6578,3,549.0,95.1,16.8,28.5
6579,4,549.0,0.0,17.0,26.0
6580,5,549.0,0.0,12.8,28.4
6581,6,549.0,0.0,10.6,26.0
6582,7,549.0,0.0,9.4,24.9
6583,8,549.0,0.0,9.0,23.0
6584,9,549.0,16.8,15.3,30.1
6585,10,549.0,55.2,16.2,31.2
6586,11,549.0,241.6,18.4,31.3
6587,12,549.0,203.3,17.3,30.2
6588,1,550.0,286.6,17.8,26.3
6589,2,550.0,218.5,14.9,27.0
6590,3,550.0,48.3,16.6,27.5
6591,4,550.0,1.1,13.5,26.0
6592,5,550.0,0.0,10.2,24.6
6593,6,550.0,0.0,7.1,21.9
6594,7,550.0,0.0,8.7,24.5
6595,8,550.0,32.5,11.5,27.2
6596,9,550.0,12.0,15.3,30.1
6597,10,550.0,16.4,17.6,33.2
6598,11,550.0,100.9,18.4,31.3
6599,12,550.0,139.3,17.8,27.7
6600,1,551.0,194.5,16.9,28.6
6601,2,551.0,51.5,17.5,27.6
6602,3,551.0,55.9,16.8,27.1
6603,4,551.0,204.8,15.8,27.3
6604,5,551.0,0.0,11.3,25.2
6605,6,551.0,0.0,11.0,25.5
6606,7,551.0,0.0,8.7,24.5
6607,8,551.0,0.0,10.1,26.1
6608,9,551.0,11.8,15.3,30.1
6609,10,551.0,31.3,15.9,31.1
6610,11,551.0,231.4,17.4,31.2
6611,12,551.0,286.3,17.2,26.0
6612,1,552.0,269.5,17.0,27.0
6613,2,552.0,261.0,14.9,27.0
6614,3,552.0,59.7,16.9,26.7
6615,4,552.0,1.4,13.7,26.0
6616,5,552.0,0.0,10.2,24.6
6617,6,552.0,0.0,11.0,25.5
6618,7,552.0,0.0,7.6,23.3
6619,8,552.0,0.0,8.9,26.7
6620,9,552.0,0.0,14.4,31.0
6621,10,552.0,15.6,17.6,33.2
6622,11,552.0,124.2,18.2,30.0
6623,12,552.0,218.3,17.2,26.0
6624,1,553.0,253.1,17.0,27.0
6625,2,553.0,41.0,17.1,27.9
6626,3,553.0,26.2,16.6,27.5
6627,4,553.0,0.4,17.0,26.0
6628,5,553.0,0.0,10.2,24.6
6629,6,553.0,0.0,11.0,25.5
6630,7,553.0,0.0,7.6,23.3
6631,8,553.0,0.0,8.9,26.7
6632,9,553.0,0.5,14.3,29.8
6633,10,553.0,188.8,16.8,29.6
6634,11,553.0,241.6,18.1,31.2
6635,12,553.0,208.1,17.3,30.2
6636,1,554.0,219.4,16.9,28.6
6637,2,554.0,165.4,17.1,27.9
6638,3,554.0,50.5,16.8,27.1
6639,4,554.0,14.2,13.7,26.0
6640,5,554.0,0.0,11.1,25.6
6641,6,554.0,0.0,7.1,21.5
6642,7,554.0,0.0,9.4,24.9
6643,8,554.0,0.0,9.0,23.0
6644,9,554.0,19.2,15.3,30.1
6645,10,554.0,188.8,17.6,33.2
6646,11,554.0,84.7,17.4,31.2
6647,12,554.0,222.2,17.0,26.0
6648,1,555.0,242.5,16.4,27.7
6649,2,555.0,123.8,17.5,27.6
6650,3,555.0,95.5,16.6,27.5
6651,4,555.0,6.0,15.7,26.0
6652,5,555.0,0.0,11.3,25.2
6653,6,555.0,0.0,11.0,25.5
6654,7,555.0,0.0,9.6,22.7
6655,8,555.0,0.0,9.0,23.0
6656,9,555.0,23.2,13.3,28.9
6657,10,555.0,38.2,15.9,31.1
6658,11,555.0,447.0,15.8,29.6
6659,12,555.0,159.2,17.2,26.0
6660,1,556.0,279.1,17.0,27.0
6661,2,556.0,60.5,17.9,26.5
6662,3,556.0,116.6,15.3,28.0
6663,4,556.0,14.2,13.7,26.0
6664,5,556.0,0.0,10.2,24.6
6665,6,556.0,0.0,11.0,25.5
6666,7,556.0,0.0,7.6,23.3
6667,8,556.0,0.0,8.9,26.7
6668,9,556.0,54.0,14.4,31.0
6669,10,556.0,22.2,17.6,33.2
6670,11,556.0,140.1,17.4,31.2
6671,12,556.0,356.5,17.3,30.2
6672,1,557.0,242.5,16.4,27.7
6673,2,557.0,110.8,17.5,27.6
6674,3,557.0,78.3,16.8,28.5
6675,4,557.0,6.0,15.7,26.0
6676,5,557.0,0.0,11.1,25.6
6677,6,557.0,0.0,10.6,26.0
6678,7,557.0,0.0,7.6,23.3
6679,8,557.0,32.5,11.5,27.2
6680,9,557.0,3.8,15.3,30.5
6681,10,557.0,27.5,17.6,33.2
6682,11,557.0,163.0,15.8,29.6
6683,12,557.0,122.1,17.3,30.2
6684,1,558.0,279.1,16.4,27.7
6685,2,558.0,110.8,17.2,26.8
6686,3,558.0,0.0,15.3,28.0
6687,4,558.0,0.0,13.5,26.0
6688,5,558.0,0.0,11.1,25.6
6689,6,558.0,0.0,7.1,21.9
6690,7,558.0,3.5,9.4,24.9
6691,8,558.0,0.0,10.1,26.1
6692,9,558.0,23.2,13.3,28.9
6693,10,558.0,22.2,16.8,29.6
6694,11,558.0,204.5,15.8,29.6
6695,12,558.0,361.4,17.3,30.2
6696,1,559.0,165.3,16.4,27.7
6697,2,559.0,60.5,17.2,26.8
6698,3,559.0,97.6,16.8,27.1
6699,4,559.0,5.3,13.7,26.0
6700,5,559.0,0.0,11.1,25.6
6701,6,559.0,0.0,7.1,21.5
6702,7,559.0,0.0,9.6,22.7
6703,8,559.0,0.0,9.0,23.0
6704,9,559.0,20.8,13.3,28.9
6705,10,559.0,124.6,14.5,29.0
6706,11,559.0,163.0,15.8,29.6
6707,12,559.0,218.3,17.2,26.0
6708,1,560.0,269.5,17.0,27.0
6709,2,560.0,137.7,14.9,27.0
6710,3,560.0,95.5,15.3,28.0
6711,4,560.0,14.2,15.7,26.0
6712,5,560.0,0.0,12.8,28.4
6713,6,560.0,0.0,10.6,26.0
6714,7,560.0,0.0,9.4,24.9
6715,8,560.0,0.0,9.9,25.5
6716,9,560.0,13.5,15.3,30.1
6717,10,560.0,124.6,16.9,27.9
6718,11,560.0,231.4,18.4,31.3
6719,12,560.0,203.3,17.3,30.2
6720,1,561.0,102.0,16.9,28.6
6721,2,561.0,103.6,14.9,27.0
6722,3,561.0,97.6,16.6,27.5
6723,4,561.0,4.9,17.0,26.0
6724,5,561.0,0.0,10.2,24.6
6725,6,561.0,0.0,7.1,21.5
6726,7,561.0,0.0,8.5,22.4
6727,8,561.0,0.0,9.9,25.5
6728,9,561.0,3.0,13.9,29.7
6729,10,561.0,167.0,17.6,33.2
6730,11,561.0,84.7,18.1,31.2
6731,12,561.0,158.0,17.2,26.0
6732,1,562.0,263.4,17.0,27.0
6733,2,562.0,181.1,17.9,26.5
6734,3,562.0,48.3,16.6,27.5
6735,4,562.0,15.0,15.7,26.0
6736,5,562.0,10.7,12.8,28.4
6737,6,562.0,0.0,7.1,21.5
6738,7,562.0,0.0,8.2,24.7
6739,8,562.0,0.0,10.1,26.1
6740,9,562.0,0.8,14.4,31.0
6741,10,562.0,97.8,16.8,29.6
6742,11,562.0,231.4,18.1,31.2
6743,12,562.0,286.3,17.3,30.2
6744,1,563.0,199.6,17.0,27.0
6745,2,563.0,218.5,17.2,26.8
6746,3,563.0,177.7,15.3,28.0
6747,4,563.0,0.0,15.7,26.0
6748,5,563.0,0.0,10.2,24.6
6749,6,563.0,0.0,10.6,26.0
6750,7,563.0,0.0,8.7,24.5
6751,8,563.0,2.0,9.9,25.5
6752,9,563.0,13.5,15.3,30.1
6753,10,563.0,97.1,16.9,27.9
6754,11,563.0,140.1,15.8,29.6
6755,12,563.0,227.5,17.2,26.0
6756,1,564.0,228.8,16.9,28.6
6757,2,564.0,72.1,14.9,27.0
6758,3,564.0,26.2,16.9,26.7
6759,4,564.0,15.0,17.0,26.0
6760,5,564.0,0.4,11.3,25.2
6761,6,564.0,0.0,7.7,23.9
6762,7,564.0,0.0,7.6,23.3
6763,8,564.0,0.0,10.1,26.1
6764,9,564.0,2.3,14.3,29.8
6765,10,564.0,99.1,16.8,29.6
6766,11,564.0,109.9,18.4,31.3
6767,12,564.0,122.1,17.2,26.0
6768,1,565.0,219.1,16.9,28.6
6769,2,565.0,78.1,17.1,27.9
6770,3,565.0,48.3,16.6,27.5
6771,4,565.0,5.3,13.5,26.0
6772,5,565.0,0.0,12.8,28.4
6773,6,565.0,0.0,7.1,21.9
6774,7,565.0,0.0,8.7,24.5
6775,8,565.0,0.0,10.1,26.1
6776,9,565.0,23.2,13.3,28.9
6777,10,565.0,38.2,16.9,27.9
6778,11,565.0,447.0,18.4,31.3
6779,12,565.0,144.9,17.8,27.7
6780,1,566.0,263.4,17.0,27.0
6781,2,566.0,60.5,17.9,26.5
6782,3,566.0,95.1,16.6,27.5
6783,4,566.0,1.4,13.7,26.0
6784,5,566.0,0.0,10.2,24.6
6785,6,566.0,0.0,7.1,21.9
6786,7,566.0,0.0,9.4,24.9
6787,8,566.0,0.0,11.2,27.5
6788,9,566.0,0.2,14.3,29.8
6789,10,566.0,38.2,16.8,29.6
6790,11,566.0,130.6,18.4,31.3
6791,12,566.0,203.3,17.3,30.2
6792,1,567.0,279.1,17.0,27.0
6793,2,567.0,40.7,17.5,27.6
6794,3,567.0,54.8,16.9,26.7
6795,4,567.0,0.0,17.0,26.0
6796,5,567.0,0.0,10.2,24.6
6797,6,567.0,0.0,11.0,25.5
6798,7,567.0,0.0,9.6,22.7
6799,8,567.0,0.0,9.0,23.0
6800,9,567.0,23.2,13.3,28.9
6801,10,567.0,31.3,16.8,29.6
6802,11,567.0,71.4,18.1,31.2
6803,12,567.0,40.9,17.0,26.0
6804,1,568.0,286.6,16.9,28.6
6805,2,568.0,123.8,17.2,26.8
6806,3,568.0,88.8,15.3,28.0
6807,4,568.0,14.2,15.8,27.3
6808,5,568.0,0.0,11.3,25.2
6809,6,568.0,0.0,7.1,21.9
6810,7,568.0,0.0,8.2,24.7
6811,8,568.0,2.8,8.9,26.7
6812,9,568.0,3.8,13.9,29.7
6813,10,568.0,96.1,14.5,29.0
6814,11,568.0,144.8,18.2,30.0
6815,12,568.0,106.7,17.8,27.7
6816,1,569.0,177.8,17.8,26.3
6817,2,569.0,218.5,17.9,26.5
6818,3,569.0,30.8,16.6,27.5
6819,4,569.0,13.7,13.7,26.0
6820,5,569.0,0.0,11.1,25.6
6821,6,569.0,0.0,7.1,21.9
6822,7,569.0,0.0,8.2,24.7
6823,8,569.0,0.0,9.9,25.5
6824,9,569.0,0.0,14.4,31.0
6825,10,569.0,15.6,17.6,33.2
6826,11,569.0,100.9,18.4,31.3
6827,12,569.0,286.3,17.2,26.0
6828,1,570.0,283.6,17.0,27.0
6829,2,570.0,110.8,14.9,27.0
6830,3,570.0,120.3,16.8,28.5
6831,4,570.0,0.0,13.5,26.0
6832,5,570.0,0.0,11.1,25.6
6833,6,570.0,0.0,7.7,23.9
6834,7,570.0,0.0,9.6,22.7
6835,8,570.0,0.0,8.9,26.7
6836,9,570.0,12.0,15.3,30.1
6837,10,570.0,129.9,15.9,31.1
6838,11,570.0,112.7,17.4,31.2
6839,12,570.0,286.3,17.8,27.7
6840,1,571.0,269.5,17.0,27.0
6841,2,571.0,209.1,17.9,26.5
6842,3,571.0,97.6,16.6,27.5
6843,4,571.0,2.6,13.5,26.0
6844,5,571.0,11.0,12.8,28.4
6845,6,571.0,0.0,7.1,21.5
6846,7,571.0,0.0,8.2,24.7
6847,8,571.0,0.0,10.1,26.1
6848,9,571.0,0.0,13.9,29.7
6849,10,571.0,96.1,14.5,29.0
6850,11,571.0,231.4,15.8,29.6
6851,12,571.0,159.2,17.3,30.2
6852,1,572.0,102.0,16.4,27.7
6853,2,572.0,72.1,17.2,26.8
6854,3,572.0,179.3,15.3,28.0
6855,4,572.0,1.1,13.7,26.0
6856,5,572.0,0.0,12.8,28.4
6857,6,572.0,0.0,7.1,21.9
6858,7,572.0,0.0,7.6,23.3
6859,8,572.0,0.0,8.9,26.7
6860,9,572.0,0.0,15.3,30.5
6861,10,572.0,89.7,15.9,31.1
6862,11,572.0,58.9,18.4,31.3
6863,12,572.0,321.4,17.2,26.0
6864,1,573.0,177.8,16.9,28.6
6865,2,573.0,60.5,17.1,27.9
6866,3,573.0,14.5,16.8,27.1
6867,4,573.0,1.4,13.7,26.0
6868,5,573.0,0.0,11.1,25.6
