,month,kasempa_precip,kaoma_precip,max_temp,min_temp,temp_fill_indicator,year,sample_date
3434,3,260.2,120.3,28.5,16.8,1.0,287.0,03-01-1990
3435,4,20.4,0.0,26.0,17.0,1.0,287.0,04-01-1980
3436,5,0.0,0.0,28.4,12.8,1.0,287.0,05-01-1990
3437,6,0.0,0.0,23.9,7.7,2.0,287.0,06-01-1970
3438,7,0.0,0.0,22.4,8.5,2.0,287.0,07-01-1984
3439,8,3.3,0.0,26.7,8.9,2.0,287.0,08-01-1968
3440,9,7.7,0.0,30.5,15.3,2.0,287.0,09-01-1973
3441,10,23.4,22.2,31.2,16.2,3.0,287.0,10-01-1972
3442,11,134.8,144.8,31.2,17.4,3.0,287.0,11-01-1966
3443,12,162.8,298.2,26.0,17.2,3.0,287.0,12-01-1972
3444,1,216.0,143.3,27.0,17.0,3.0,288.0,01-01-1988
3445,2,81.8,51.5,26.5,17.9,3.0,288.0,02-01-1983
3446,3,51.8,55.9,26.7,16.9,2.0,288.0,03-01-1987
3447,4,0.0,0.0,26.0,15.7,2.0,288.0,04-01-1964
3448,5,0.0,0.0,25.6,11.1,2.0,288.0,05-01-1962
3449,6,0.0,0.0,26.0,10.6,2.0,288.0,06-01-1976
3450,7,0.0,0.0,22.4,8.5,2.0,288.0,07-01-1988
3451,8,0.0,0.0,26.1,10.1,2.0,288.0,08-01-1961
3452,9,70.9,0.2,29.8,14.3,1.0,288.0,09-01-1982
3453,10,30.0,111.8,31.1,15.9,1.0,288.0,10-01-1981
3454,11,174.0,241.6,31.2,17.4,3.0,288.0,11-01-1983
3455,12,295.9,317.2,26.0,17.2,3.0,288.0,12-01-1970
3456,1,217.4,177.8,27.7,16.4,3.0,289.0,01-01-1965
3457,2,124.1,20.4,26.8,17.2,2.0,289.0,02-01-1970
3458,3,53.4,54.8,26.7,16.9,2.0,289.0,03-01-1966
3459,4,0.0,0.0,26.0,17.0,2.0,289.0,04-01-1964
3460,5,0.0,0.0,25.2,11.3,1.0,289.0,05-01-1985
3461,6,0.0,0.0,26.0,10.6,2.0,289.0,06-01-1979
3462,7,0.0,0.0,24.5,8.7,2.0,289.0,07-01-1965
3463,8,7.0,0.0,25.5,9.9,1.0,289.0,08-01-1985
3464,9,25.7,54.0,31.0,14.4,3.0,289.0,09-01-1987
3465,10,139.8,97.1,27.9,16.9,1.0,289.0,10-01-1982
3466,11,249.5,98.5,29.6,15.8,3.0,289.0,11-01-1987
3467,12,194.8,227.5,30.2,17.3,3.0,289.0,12-01-1984
3468,1,250.4,228.8,27.0,17.0,3.0,290.0,01-01-1962
3469,2,132.5,137.7,27.0,14.9,3.0,290.0,02-01-1971
3470,3,24.5,0.0,28.5,16.8,3.0,290.0,03-01-1963
3471,4,0.0,5.3,26.0,15.7,2.0,290.0,04-01-1989
3472,5,0.0,0.0,25.6,11.1,2.0,290.0,05-01-1977
3473,6,0.0,0.0,21.5,7.1,2.0,290.0,06-01-1968
3474,7,0.0,0.0,24.9,9.4,2.0,290.0,07-01-1971
3475,8,0.0,0.0,26.7,8.9,2.0,290.0,08-01-1979
3476,9,7.7,0.0,29.7,13.9,2.0,290.0,09-01-1967
3477,10,146.6,147.4,31.1,15.9,3.0,290.0,10-01-1969
3478,11,126.1,84.7,31.2,18.1,3.0,290.0,11-01-1980
3479,12,178.1,158.0,30.2,17.3,3.0,290.0,12-01-1961
3480,1,190.8,204.8,28.6,16.9,3.0,291.0,01-01-1963
3481,2,240.3,170.2,27.9,17.1,3.0,291.0,02-01-1980
3482,3,187.3,97.6,26.7,16.9,3.0,291.0,03-01-1961
3483,4,31.8,22.3,26.3,15.1,2.0,291.0,04-01-1967
3484,5,0.0,0.0,28.4,12.8,2.0,291.0,05-01-1977
3485,6,0.0,0.0,26.0,10.6,2.0,291.0,06-01-1968
3486,7,0.0,0.0,24.5,8.7,2.0,291.0,07-01-1968
3487,8,0.0,0.0,23.0,9.0,2.0,291.0,08-01-1975
3488,9,54.5,20.8,28.9,13.3,2.0,291.0,09-01-1976
3489,10,73.5,41.1,31.2,16.2,2.0,291.0,10-01-1989
3490,11,150.7,35.1,29.6,15.8,3.0,291.0,11-01-1988
3491,12,178.1,158.0,26.0,17.0,3.0,291.0,12-01-1961
3492,1,250.8,199.5,27.0,17.0,3.0,292.0,01-01-1990
3493,2,169.6,60.5,27.9,17.1,3.0,292.0,02-01-1984
3494,3,260.2,120.3,28.5,16.8,1.0,292.0,03-01-1990
3495,4,23.1,14.2,27.3,15.8,3.0,292.0,04-01-1974
3496,5,0.0,0.0,25.6,11.1,2.0,292.0,05-01-1963
3497,6,0.0,0.0,21.9,7.1,2.0,292.0,06-01-1967
3498,7,0.0,0.0,24.5,8.7,2.0,292.0,07-01-1969
3499,8,0.0,0.0,26.1,10.1,1.0,292.0,08-01-1990
3500,9,38.0,16.8,30.1,15.3,2.0,292.0,09-01-1984
3501,10,63.0,31.3,31.2,16.2,3.0,292.0,10-01-1968
3502,11,258.6,109.1,31.3,18.4,1.0,292.0,11-01-1982
3503,12,268.4,185.5,30.2,17.3,3.0,292.0,12-01-1987
3504,1,325.2,194.5,28.6,16.9,3.0,293.0,01-01-1964
3505,2,288.9,310.8,27.6,17.5,3.0,293.0,02-01-1977
3506,3,71.9,59.7,26.7,16.9,1.0,293.0,03-01-1981
3507,4,1.0,11.2,26.0,15.7,3.0,293.0,04-01-1971
3508,5,0.0,0.0,26.0,10.4,1.0,293.0,05-01-1980
3509,6,0.0,0.0,21.9,7.1,2.0,293.0,06-01-1979
3510,7,0.0,0.0,24.5,8.7,2.0,293.0,07-01-1974
3511,8,0.0,2.8,25.5,9.9,2.0,293.0,08-01-1964
3512,9,0.0,3.8,29.7,13.9,2.0,293.0,09-01-1983
3513,10,62.0,15.6,33.2,17.6,2.0,293.0,10-01-1975
3514,11,336.9,447.0,31.2,18.1,3.0,293.0,11-01-1968
3515,12,130.1,114.9,30.2,17.3,3.0,293.0,12-01-1982
3516,1,250.8,199.5,26.3,17.8,3.0,294.0,01-01-1990
3517,2,193.9,181.1,27.6,17.5,3.0,294.0,02-01-1968
3518,3,72.1,30.9,27.1,16.8,3.0,294.0,03-01-1974
3519,4,0.0,7.7,26.0,13.5,1.0,294.0,04-01-1985
3520,5,0.0,0.0,25.2,11.3,2.0,294.0,05-01-1961
3521,6,0.0,0.0,21.9,7.1,2.0,294.0,06-01-1966
3522,7,0.0,0.0,24.9,9.4,1.0,294.0,07-01-1990
3523,8,2.3,0.0,23.0,9.0,2.0,294.0,08-01-1971
3524,9,7.8,0.0,31.0,14.4,2.0,294.0,09-01-1975
3525,10,45.0,68.6,27.9,16.9,3.0,294.0,10-01-1962
3526,11,134.8,144.8,30.0,18.2,3.0,294.0,11-01-1966
3527,12,183.4,122.1,30.2,17.3,3.0,294.0,12-01-1971
3528,1,325.2,194.5,26.3,17.8,3.0,295.0,01-01-1964
3529,2,288.9,310.8,26.5,17.9,3.0,295.0,02-01-1977
3530,3,83.5,48.3,27.5,16.6,1.0,295.0,03-01-1986
3531,4,41.0,4.9,26.0,13.5,2.0,295.0,04-01-1972
3532,5,0.0,0.0,26.0,10.4,2.0,295.0,05-01-1984
3533,6,0.0,0.0,26.0,10.6,1.0,295.0,06-01-1982
3534,7,0.0,0.0,24.9,9.4,2.0,295.0,07-01-1988
3535,8,7.0,0.0,25.5,9.9,1.0,295.0,08-01-1985
3536,9,7.8,0.0,29.7,13.9,2.0,295.0,09-01-1975
3537,10,62.0,15.6,33.2,17.6,2.0,295.0,10-01-1975
3538,11,184.1,140.0,31.3,18.4,3.0,295.0,11-01-1969
3539,12,349.2,339.7,26.0,17.0,1.0,295.0,12-01-1980
3540,1,276.9,283.6,27.7,16.4,3.0,296.0,01-01-1970
3541,2,124.1,20.4,26.8,17.2,2.0,296.0,02-01-1970
3542,3,10.9,1.3,26.7,16.9,3.0,296.0,03-01-1964
3543,4,4.3,4.6,26.0,15.7,2.0,296.0,04-01-1973
3544,5,0.0,0.0,26.0,10.4,2.0,296.0,05-01-1973
3545,6,0.0,0.0,21.5,7.1,2.0,296.0,06-01-1989
3546,7,0.0,0.0,22.4,8.5,1.0,296.0,07-01-1980
3547,8,2.3,0.0,26.7,8.9,2.0,296.0,08-01-1970
3548,9,16.3,6.1,29.7,13.9,2.0,296.0,09-01-1969
3549,10,116.6,99.1,29.6,16.8,2.0,296.0,10-01-1984
3550,11,177.8,100.9,31.3,18.4,2.0,296.0,11-01-1967
3551,12,148.1,286.3,26.0,17.0,3.0,296.0,12-01-1973
3552,1,300.9,232.1,26.3,17.8,2.0,297.0,01-01-1969
3553,2,148.2,103.6,27.0,14.9,1.0,297.0,02-01-1986
3554,3,71.9,59.7,26.7,16.9,1.0,297.0,03-01-1981
3555,4,0.8,0.0,26.0,13.7,2.0,297.0,04-01-1969
3556,5,0.0,0.0,26.0,10.4,2.0,297.0,05-01-1970
3557,6,0.0,0.0,26.0,10.6,2.0,297.0,06-01-1962
3558,7,0.0,0.0,22.4,8.5,2.0,297.0,07-01-1964
3559,8,0.0,0.0,26.1,10.1,1.0,297.0,08-01-1990
3560,9,0.0,12.0,30.1,15.3,2.0,297.0,09-01-1971
3561,10,121.7,47.6,31.2,16.2,1.0,297.0,10-01-1985
3562,11,140.2,71.4,31.2,18.1,1.0,297.0,11-01-1990
3563,12,178.1,158.0,26.0,17.0,3.0,297.0,12-01-1961
3564,1,270.8,164.4,27.7,16.4,2.0,298.0,01-01-1975
3565,2,193.9,181.1,27.6,17.5,3.0,298.0,02-01-1968
3566,3,51.8,55.9,26.7,16.9,2.0,298.0,03-01-1987
3567,4,43.5,13.7,26.0,13.5,3.0,298.0,04-01-1962
3568,5,0.0,0.0,24.6,10.2,2.0,298.0,05-01-1975
3569,6,0.0,0.0,25.5,11.0,2.0,298.0,06-01-1968
3570,7,0.0,0.0,23.3,7.6,1.0,298.0,07-01-1981
3571,8,0.0,0.0,23.0,9.0,1.0,298.0,08-01-1980
3572,9,7.7,0.0,31.0,14.4,2.0,298.0,09-01-1973
3573,10,126.2,97.8,27.9,16.9,2.0,298.0,10-01-1988
3574,11,336.9,447.0,31.3,18.4,3.0,298.0,11-01-1968
3575,12,162.8,298.2,30.2,17.3,3.0,298.0,12-01-1972
3576,1,302.9,219.1,28.6,16.9,1.0,299.0,01-01-1985
3577,2,281.6,272.9,26.5,17.9,1.0,299.0,02-01-1981
3578,3,218.7,179.3,27.1,16.8,3.0,299.0,03-01-1978
3579,4,20.4,0.0,26.0,17.0,1.0,299.0,04-01-1980
3580,5,0.0,1.4,25.6,11.1,2.0,299.0,05-01-1978
3581,6,0.0,0.0,21.9,7.1,2.0,299.0,06-01-1979
3582,7,0.0,0.0,24.9,9.4,2.0,299.0,07-01-1971
3583,8,0.0,0.0,26.1,10.1,2.0,299.0,08-01-1974
3584,9,70.9,0.2,29.8,14.3,1.0,299.0,09-01-1982
3585,10,139.8,97.1,27.9,16.9,1.0,299.0,10-01-1982
3586,11,336.9,447.0,31.2,17.4,3.0,299.0,11-01-1968
3587,12,299.4,203.3,30.2,17.3,2.0,299.0,12-01-1969
3588,1,300.9,232.1,26.3,17.8,2.0,300.0,01-01-1969
3589,2,112.2,194.3,27.0,14.9,3.0,300.0,02-01-1989
3590,3,53.4,54.8,27.1,16.8,2.0,300.0,03-01-1966
3591,4,82.4,19.8,26.0,13.5,3.0,300.0,04-01-1978
3592,5,0.0,0.0,23.6,10.9,2.0,300.0,05-01-1968
3593,6,0.0,0.0,21.9,7.1,2.0,300.0,06-01-1966
3594,7,0.0,0.0,23.3,7.6,2.0,300.0,07-01-1989
3595,8,0.0,0.0,27.5,11.2,2.0,300.0,08-01-1977
3596,9,16.3,6.1,30.5,15.3,2.0,300.0,09-01-1969
3597,10,119.7,96.1,29.0,14.5,1.0,300.0,10-01-1980
3598,11,163.6,150.9,30.0,18.2,1.0,300.0,11-01-1986
3599,12,227.9,222.2,30.2,17.3,3.0,300.0,12-01-1989
3600,1,190.8,204.8,28.6,16.9,3.0,301.0,01-01-1963
3601,2,85.9,60.3,27.6,17.5,3.0,301.0,02-01-1964
3602,3,45.1,14.5,28.0,15.3,3.0,301.0,03-01-1973
3603,4,31.8,22.3,26.3,15.1,2.0,301.0,04-01-1967
3604,5,0.0,0.0,28.4,12.8,2.0,301.0,05-01-1968
3605,6,0.0,0.0,21.5,7.1,2.0,301.0,06-01-1961
3606,7,0.0,0.0,24.5,8.7,1.0,301.0,07-01-1986
3607,8,0.0,0.0,25.5,9.9,2.0,301.0,08-01-1989
3608,9,5.5,23.2,28.9,13.3,2.0,301.0,09-01-1989
3609,10,139.8,97.1,27.9,16.9,1.0,301.0,10-01-1982
3610,11,212.7,204.5,31.2,18.1,3.0,301.0,11-01-1974
3611,12,130.2,111.6,26.0,17.2,3.0,301.0,12-01-1979
3612,1,325.2,194.5,27.7,16.4,3.0,302.0,01-01-1964
3613,2,183.1,70.8,26.8,17.2,3.0,302.0,02-01-1967
3614,3,200.2,177.7,27.5,16.6,3.0,302.0,03-01-1976
3615,4,0.0,7.7,26.0,13.5,1.0,302.0,04-01-1985
3616,5,0.0,0.0,23.6,10.9,2.0,302.0,05-01-1974
3617,6,0.0,0.0,21.5,7.1,2.0,302.0,06-01-1976
3618,7,0.0,0.0,22.4,8.5,2.0,302.0,07-01-1983
3619,8,0.0,0.0,25.5,9.9,2.0,302.0,08-01-1974
3620,9,50.3,13.5,30.1,15.3,2.0,302.0,09-01-1972
3621,10,121.6,48.6,31.2,16.2,2.0,302.0,10-01-1964
3622,11,150.7,35.1,29.6,15.8,3.0,302.0,11-01-1988
3623,12,262.1,139.3,26.0,17.2,3.0,302.0,12-01-1978
3624,1,157.4,199.6,27.0,17.0,3.0,303.0,01-01-1983
3625,2,85.9,60.3,27.9,17.1,3.0,303.0,02-01-1964
3626,3,218.7,179.3,28.5,16.8,3.0,303.0,03-01-1978
3627,4,0.8,0.0,26.0,17.0,2.0,303.0,04-01-1969
3628,5,0.0,0.0,24.6,10.2,2.0,303.0,05-01-1984
3629,6,0.0,0.0,23.9,7.7,2.0,303.0,06-01-1967
3630,7,0.0,0.0,24.9,9.4,1.0,303.0,07-01-1990
3631,8,0.0,0.0,25.5,9.9,2.0,303.0,08-01-1969
3632,9,0.0,0.0,30.5,15.3,2.0,303.0,09-01-1978
3633,10,119.7,96.1,29.0,14.5,1.0,303.0,10-01-1980
3634,11,215.2,124.2,29.6,15.8,3.0,303.0,11-01-1975
3635,12,161.2,115.5,30.2,17.3,3.0,303.0,12-01-1963
3636,1,156.3,219.4,28.6,16.9,2.0,304.0,01-01-1968
3637,2,229.7,72.1,26.5,17.9,3.0,304.0,02-01-1979
3638,3,207.5,50.5,27.1,16.8,1.0,304.0,03-01-1985
3639,4,0.8,0.0,26.0,17.0,2.0,304.0,04-01-1969
3640,5,0.0,10.7,24.6,10.2,3.0,304.0,05-01-1965
3641,6,0.0,0.0,25.5,11.0,2.0,304.0,06-01-1971
3642,7,0.0,0.0,22.4,8.5,1.0,304.0,07-01-1980
3643,8,0.0,0.4,26.7,8.9,2.0,304.0,08-01-1984
3644,9,0.0,0.5,29.8,14.3,2.0,304.0,09-01-1963
3645,10,167.8,38.2,29.0,14.5,3.0,304.0,10-01-1970
3646,11,310.4,232.5,31.2,17.4,3.0,304.0,11-01-1963
3647,12,295.3,144.9,30.2,17.3,3.0,304.0,12-01-1977
3648,1,99.0,52.6,27.7,16.4,3.0,305.0,01-01-1973
3649,2,96.4,41.0,27.9,17.1,1.0,305.0,02-01-1990
3650,3,260.2,120.3,28.5,16.8,1.0,305.0,03-01-1990
3651,4,5.1,5.6,26.0,13.7,2.0,305.0,04-01-1961
3652,5,6.0,0.0,28.4,12.8,2.0,305.0,05-01-1988
3653,6,0.0,0.0,21.9,7.1,2.0,305.0,06-01-1963
3654,7,0.0,0.0,22.7,9.6,2.0,305.0,07-01-1970
3655,8,0.0,0.0,23.0,9.0,2.0,305.0,08-01-1979
3656,9,0.0,0.5,29.8,14.3,2.0,305.0,09-01-1963
3657,10,88.7,129.9,31.1,15.9,3.0,305.0,10-01-1973
3658,11,336.9,447.0,31.2,18.1,3.0,305.0,11-01-1968
3659,12,268.4,185.5,26.0,17.2,3.0,305.0,12-01-1987
3660,1,300.9,232.1,26.3,17.8,2.0,306.0,01-01-1969
3661,2,229.6,219.9,27.0,14.9,3.0,306.0,02-01-1976
3662,3,207.5,50.5,27.1,16.8,1.0,306.0,03-01-1985
3663,4,16.0,1.4,26.0,13.7,1.0,306.0,04-01-1981
3664,5,0.0,0.0,24.6,10.2,1.0,306.0,05-01-1982
3665,6,0.0,0.0,25.5,11.0,1.0,306.0,06-01-1990
3666,7,0.0,0.0,24.5,8.7,2.0,306.0,07-01-1962
3667,8,0.0,0.0,23.0,9.0,2.0,306.0,08-01-1967
3668,9,5.6,0.0,31.0,14.4,2.0,306.0,09-01-1961
3669,10,114.0,48.2,31.2,16.2,2.0,306.0,10-01-1967
3670,11,184.1,140.0,29.6,15.8,3.0,306.0,11-01-1969
3671,12,255.3,106.7,27.7,17.8,1.0,306.0,12-01-1990
3672,1,302.9,219.1,28.6,16.9,1.0,307.0,01-01-1985
3673,2,190.8,123.8,27.6,17.5,3.0,307.0,02-01-1969
3674,3,155.5,86.3,28.0,15.3,2.0,307.0,03-01-1975
3675,4,0.3,0.4,26.0,13.5,2.0,307.0,04-01-1979
3676,5,0.0,0.0,25.2,11.3,2.0,307.0,05-01-1977
3677,6,0.0,0.0,25.5,11.0,2.0,307.0,06-01-1962
3678,7,0.0,0.0,22.7,9.6,2.0,307.0,07-01-1969
3679,8,0.0,0.0,23.0,9.0,1.0,307.0,08-01-1980
3680,9,7.8,0.0,31.0,14.4,2.0,307.0,09-01-1975
3681,10,170.3,188.8,29.0,14.5,3.0,307.0,10-01-1978
3682,11,217.7,163.0,31.2,18.1,3.0,307.0,11-01-1973
3683,12,270.5,159.2,26.0,17.0,3.0,307.0,12-01-1975
3684,1,85.4,214.4,28.6,16.9,2.0,308.0,01-01-1984
3685,2,85.9,60.3,27.6,17.5,3.0,308.0,02-01-1964
3686,3,218.7,179.3,27.1,16.8,3.0,308.0,03-01-1978
3687,4,19.3,0.0,26.0,17.0,2.0,308.0,04-01-1975
3688,5,0.0,10.7,26.0,10.4,3.0,308.0,05-01-1965
3689,6,0.0,0.0,25.5,11.0,1.0,308.0,06-01-1990
3690,7,0.0,0.0,24.7,8.2,2.0,308.0,07-01-1961
3691,8,7.0,0.0,25.5,9.9,1.0,308.0,08-01-1985
3692,9,5.6,0.0,29.8,14.3,2.0,308.0,09-01-1961
3693,10,116.6,99.1,27.9,16.9,2.0,308.0,10-01-1984
3694,11,174.0,241.6,31.2,17.4,3.0,308.0,11-01-1983
3695,12,156.5,142.5,26.0,17.0,3.0,308.0,12-01-1965
3696,1,302.0,138.5,28.6,16.9,3.0,309.0,01-01-1986
3697,2,112.2,194.3,27.6,17.5,3.0,309.0,02-01-1989
3698,3,200.2,177.7,28.5,16.8,3.0,309.0,03-01-1976
3699,4,6.9,6.0,26.0,15.7,1.0,309.0,04-01-1982
3700,5,0.0,0.0,26.0,10.4,2.0,309.0,05-01-1989
3701,6,0.0,0.0,21.9,7.1,2.0,309.0,06-01-1966
3702,7,0.0,0.0,22.7,9.6,2.0,309.0,07-01-1963
3703,8,2.3,0.0,23.0,9.0,2.0,309.0,08-01-1970
3704,9,50.3,13.5,30.1,15.3,2.0,309.0,09-01-1972
3705,10,81.6,167.0,33.2,17.6,3.0,309.0,10-01-1979
3706,11,135.2,128.9,29.6,15.8,3.0,309.0,11-01-1964
3707,12,180.8,178.8,26.0,17.0,3.0,309.0,12-01-1967
3708,1,302.0,138.5,27.0,17.0,3.0,310.0,01-01-1986
3709,2,190.8,123.8,27.9,17.1,3.0,310.0,02-01-1969
3710,3,260.2,120.3,28.5,16.8,1.0,310.0,03-01-1990
3711,4,0.0,5.3,26.0,13.5,2.0,310.0,04-01-1989
3712,5,0.0,0.0,23.6,10.9,2.0,310.0,05-01-1983
3713,6,0.0,0.0,21.9,7.1,2.0,310.0,06-01-1969
3714,7,0.0,0.0,22.4,8.5,2.0,310.0,07-01-1983
3715,8,2.3,0.0,26.1,10.1,2.0,310.0,08-01-1971
3716,9,25.7,54.0,29.8,14.3,3.0,310.0,09-01-1987
3717,10,189.4,95.6,29.6,16.8,1.0,310.0,10-01-1986
3718,11,258.6,109.1,31.3,18.4,1.0,310.0,11-01-1982
3719,12,178.1,158.0,27.7,17.8,3.0,310.0,12-01-1961
3720,1,350.7,269.5,27.0,17.0,2.0,311.0,01-01-1989
3721,2,112.2,194.3,27.9,17.1,3.0,311.0,02-01-1989
3722,3,207.5,50.5,27.1,16.8,1.0,311.0,03-01-1985
3723,4,4.1,2.6,26.0,13.7,2.0,311.0,04-01-1966
3724,5,0.0,0.0,24.6,10.2,2.0,311.0,05-01-1979
3725,6,0.0,0.0,25.5,11.0,2.0,311.0,06-01-1964
3726,7,0.0,0.0,23.3,7.6,2.0,311.0,07-01-1987
3727,8,16.2,0.0,26.1,10.1,2.0,311.0,08-01-1965
3728,9,70.9,0.2,29.8,14.3,1.0,311.0,09-01-1982
3729,10,81.6,167.0,33.2,17.6,3.0,311.0,10-01-1979
3730,11,130.2,112.7,30.0,18.2,3.0,311.0,11-01-1972
3731,12,139.4,208.1,30.2,17.3,1.0,311.0,12-01-1981
3732,1,268.5,253.1,27.7,16.4,3.0,312.0,01-01-1967
3733,2,96.4,41.0,27.9,17.1,1.0,312.0,02-01-1990
3734,3,32.5,53.8,27.1,16.8,2.0,312.0,03-01-1970
3735,4,82.4,19.8,26.3,15.1,3.0,312.0,04-01-1978
3736,5,0.0,0.0,26.0,10.4,2.0,312.0,05-01-1962
3737,6,0.0,0.0,23.9,7.7,1.0,312.0,06-01-1985
3738,7,0.0,0.0,24.9,9.4,2.0,312.0,07-01-1984
3739,8,0.0,7.3,23.0,9.0,2.0,312.0,08-01-1988
3740,9,0.0,12.0,30.1,15.3,2.0,312.0,09-01-1971
3741,10,139.8,97.1,27.9,16.9,1.0,312.0,10-01-1982
3742,11,140.2,71.4,31.2,18.1,1.0,312.0,11-01-1990
3743,12,306.3,190.2,30.2,17.3,3.0,312.0,12-01-1966
3744,1,214.8,286.6,26.3,17.8,3.0,313.0,01-01-1974
3745,2,193.9,181.1,27.9,17.1,3.0,313.0,02-01-1968
3746,3,187.3,97.6,27.5,16.6,3.0,313.0,03-01-1961
3747,4,0.0,0.0,26.0,13.5,2.0,313.0,04-01-1965
3748,5,0.0,0.0,26.0,10.4,2.0,313.0,05-01-1984
3749,6,0.0,0.0,21.5,7.1,2.0,313.0,06-01-1974
3750,7,0.0,0.0,24.7,8.2,2.0,313.0,07-01-1978
3751,8,8.1,2.0,27.5,11.2,2.0,313.0,08-01-1972
3752,9,0.0,0.0,29.7,13.9,2.0,313.0,09-01-1978
3753,10,119.4,27.5,31.2,16.2,3.0,313.0,10-01-1971
3754,11,184.1,140.0,31.2,18.1,3.0,313.0,11-01-1969
3755,12,194.8,227.5,27.7,17.8,3.0,313.0,12-01-1984
3756,1,302.0,138.5,26.3,17.8,3.0,314.0,01-01-1986
3757,2,112.2,194.3,26.5,17.9,3.0,314.0,02-01-1989
3758,3,51.8,55.9,27.1,16.8,2.0,314.0,03-01-1987
3759,4,31.8,22.3,26.3,15.1,2.0,314.0,04-01-1967
3760,5,0.0,0.0,28.4,12.8,2.0,314.0,05-01-1967
3761,6,0.0,0.0,21.9,7.1,1.0,314.0,06-01-1981
3762,7,0.0,0.0,24.7,8.2,1.0,314.0,07-01-1985
3763,8,0.0,0.0,26.7,8.9,2.0,314.0,08-01-1979
3764,9,70.9,0.2,29.8,14.3,1.0,314.0,09-01-1982
3765,10,119.4,27.5,27.9,16.9,3.0,314.0,10-01-1971
3766,11,135.2,128.9,31.2,17.4,3.0,314.0,11-01-1964
3767,12,194.8,227.5,26.0,17.2,3.0,314.0,12-01-1984
3768,1,260.6,165.3,27.7,16.4,1.0,315.0,01-01-1980
3769,2,169.1,320.7,27.0,14.9,3.0,315.0,02-01-1974
3770,3,218.7,179.3,28.5,16.8,3.0,315.0,03-01-1978
3771,4,20.4,0.0,26.0,17.0,1.0,315.0,04-01-1980
3772,5,0.0,0.0,26.0,10.4,2.0,315.0,05-01-1963
3773,6,0.0,0.0,23.9,7.7,2.0,315.0,06-01-1961
3774,7,0.0,0.0,24.7,8.2,2.0,315.0,07-01-1983
3775,8,0.0,0.0,27.5,11.2,2.0,315.0,08-01-1975
3776,9,0.0,0.0,29.7,13.9,2.0,315.0,09-01-1988
3777,10,73.5,41.1,31.2,16.2,2.0,315.0,10-01-1989
3778,11,135.2,128.9,31.3,18.4,3.0,315.0,11-01-1964
3779,12,396.5,361.4,26.0,17.0,3.0,315.0,12-01-1962
3780,1,106.7,102.0,27.7,16.4,3.0,316.0,01-01-1972
3781,2,148.2,103.6,27.0,14.9,1.0,316.0,02-01-1986
3782,3,83.5,48.3,27.5,16.6,1.0,316.0,03-01-1986
3783,4,6.9,6.0,26.0,15.7,1.0,316.0,04-01-1982
3784,5,0.0,0.0,23.6,10.9,1.0,316.0,05-01-1981
3785,6,0.0,0.0,23.9,7.7,2.0,316.0,06-01-1965
3786,7,0.0,0.0,24.5,8.7,1.0,316.0,07-01-1986
3787,8,2.3,0.0,26.7,8.9,2.0,316.0,08-01-1971
3788,9,0.0,0.5,29.7,13.9,2.0,316.0,09-01-1963
3789,10,114.0,48.2,31.2,16.2,2.0,316.0,10-01-1967
3790,11,177.8,100.9,31.3,18.4,2.0,316.0,11-01-1967
3791,12,178.1,158.0,27.7,17.8,3.0,316.0,12-01-1961
3792,1,260.6,165.3,27.7,16.4,1.0,317.0,01-01-1980
3793,2,286.9,261.0,26.5,17.9,3.0,317.0,02-01-1988
3794,3,200.2,177.7,27.5,16.6,3.0,317.0,03-01-1976
3795,4,1.0,11.2,26.0,15.7,3.0,317.0,04-01-1971
3796,5,0.0,1.4,24.6,10.2,2.0,317.0,05-01-1978
3797,6,0.0,0.0,23.9,7.7,2.0,317.0,06-01-1986
3798,7,0.0,0.0,24.5,8.7,2.0,317.0,07-01-1975
3799,8,2.3,0.0,26.7,8.9,2.0,317.0,08-01-1971
3800,9,25.7,54.0,29.7,13.9,3.0,317.0,09-01-1987
3801,10,167.8,38.2,29.0,14.5,3.0,317.0,10-01-1970
3802,11,184.1,140.0,29.6,15.8,3.0,317.0,11-01-1969
3803,12,396.5,361.4,27.7,17.8,3.0,317.0,12-01-1962
3804,1,217.4,177.8,28.6,16.9,3.0,318.0,01-01-1965
3805,2,124.1,20.4,26.8,17.2,2.0,318.0,02-01-1970
3806,3,10.7,43.7,27.5,16.6,2.0,318.0,03-01-1965
3807,4,0.8,0.0,26.0,15.7,2.0,318.0,04-01-1969
3808,5,0.0,0.0,28.4,12.8,2.0,318.0,05-01-1984
3809,6,0.0,0.0,26.0,10.6,2.0,318.0,06-01-1972
3810,7,0.0,0.0,22.7,9.6,2.0,318.0,07-01-1974
3811,8,0.0,0.0,26.7,8.9,2.0,318.0,08-01-1963
3812,9,16.3,6.1,29.7,13.9,2.0,318.0,09-01-1969
3813,10,36.6,16.4,33.2,17.6,2.0,318.0,10-01-1977
3814,11,174.0,241.6,31.3,18.4,3.0,318.0,11-01-1983
3815,12,355.5,260.0,30.2,17.3,3.0,318.0,12-01-1964
3816,1,350.7,269.5,27.0,17.0,2.0,319.0,01-01-1989
3817,2,266.0,209.1,26.5,17.9,3.0,319.0,02-01-1961
3818,3,71.9,59.7,26.7,16.9,1.0,319.0,03-01-1981
3819,4,31.8,22.3,26.3,15.1,2.0,319.0,04-01-1967
3820,5,1.5,0.4,23.6,10.9,2.0,319.0,05-01-1987
